id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
466,aqmola-sport,Back to the Akimat homepage,Әкімдіктің басты бетіне оралу,Вернуться на страницу Акимата,,/memleket/entities/aqmola?lang=ru
311,aqmola-karzhy, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/aqmola?lang=ru
343,aqmola-economika, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/aqmola
566,aqmola-energo, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/aqmola?lang=ru
273,turkestan-zhumys-aleumettik-korgau,Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
397,turkestan-zher,Return to the main page of the Akimat of Turkestan region,Түркістан облысы әкімдігінің басты бетіне өту,Вернуться на главную страницу Акимата Туркестанской области,https://www.gov.kz/memleket/entities/ontustik?lang=ru,
329,turkestan-kasipkerlik, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik
280,turkestan-energetika-kommunal,Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik?lang=ru
321,turkestan-sport, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik
324,turkestan-kurylys, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться страницу Акимата,,/memleket/entities/ontustik?lang
276,turkestan-memleket-satyp-alu,Back to the Akimat homepage,Әкімдіктің басты бетіне оралу,Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
270,turkestan-sandyk-mem-kysmet, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
382,turkestan-turizm,Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,/memleket/entities/ontustik?lang=ru,
371,turkestan-kogamdyk-damu,Back to Akimat Homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
282,shymkent-sandyk, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/shymkent?lang=eng
407,sko-karzhy sko-veterinary sko-uob sko-udr sko-uebp  sko-sayasat sko-gask sko-zdrav sko-stroi sko-zher-inspekcia sko-ukzsp sko-enbek sko-transport  sko-agro sko-sport  sko-madeniet sko-tabigat sko-kasipker maslihat-sko-kyzylzhar sko-energy sko-petropavl sko-airtau sko-akzhar sko-akkayiyn sko-esil sko-zhambyl sko-mzh sko-kyzylzhar sko-mamlyut sko-gm sko-tayiynsha sko-timiryazev sko-ualikhanov sko-shalakyn sko-ugz sko-digital, Return to the Akimat page, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/sko
304,shymkent-abai,  Return to the Akimat page, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/shymkent?lang=kk
272,shymkent-al-farabi, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/shymkent
322,turkestan-kalasy, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik?lang=ru
511,turkestan-otyrar-audany, Вернуться на главную страницу Акимата, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
957,karaganda-goszakup,Frequently asked questions,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,,/memleket/entities/karaganda-goszakup/faq/1?lang=ru
357,turkestan-ordabin-audany, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
470,turkestan-sairam-audany, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,https://beta.egov.kz/memleket/entities/ontustik,
355,turkestan-saryagash, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
96,vss,National report,Ұлттық баяндама,Национальный доклад,https://www.gov.kz/memleket/entities/vss/documents/1?lang=ru&type=90,
95,vss,International round table,Халықаралық дөңгелек үстел,Международный круглый стол,https://www.gov.kz/memleket/entities/vss/press/article/details/38261?lang=ru,
233,mvd-astana mvd-almaty mvd-shymkent mvd-alm mvd-aktobe mvd-akmola mvd-atyrau mvd-vko mvd-zhambyl mvd-zko mvd-karaganda mvd-kostanay mvd-kyzylorda mvd-mangystau mvd-pavlodar mvd-sko mvd-turkistan mvd-transport mvd-abay mvd-zhetysu mvd-ulytau, Back to the Ministrys page, Министрліктің бетіне оралу, Вернуться на страницу Министерства,,/memleket/entities/qriim
644,emer-astana,The Museum of firemen and rescuers,Өрт сөндірушілер мен құтқарушылар мұражайы,Музей пожарных и спасателей ДЧС,http://evgeniyvolkov.com/pano/fighters/,
527,emer-alm emer-zhambyl emer-kostanay emer-sko emer-aktobe emer-zko emer-kyzylorda emer-turkistan emer-atyrau emer-mangystau emer-shymkent emer-astana emer-almaty emer-akmola emer-vko emer-karaganda emer-pavlodar,  Back to the Ministrys page,  Министрліктің бетіне оралу,  Вернуться на страницу Министерства,,/memleket/entities/emer
333,turkestan-karzhy, Back to the Akimat homepage, Әкімдік басты бетіне қайту, Вернутся на главную страницу Акимата,,/memleket/entities/ontustik?lang=ru
326,turkestan-adami-aleuetti-damytu, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik?lang=ru
448,enbek-kostanay,  Return to Committee page,  Комитетінің бетіне оралу,  Вернуться на страницу Комитета,https://beta.egov.kz/memleket/entities/lspm?lang=ru,
962,qrmkq,Portal for supply requests,Өтініш беру порталы,Портал подачи заявок,https://sgork.kz:8094/sop/login.jsp,
286,turkestan-ekonomika, Back to the Akimat homepage, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik?lang=ru
653,maslihat-pavlodar-terenkol,Информация для населения,Тұрғындарға арналған ақпарат,Информация для населения,,/memleket/entities/maslihat-pavlodar-terenkol/press/article/1?lang=ru&publication_type=235
